,Origin interactor,Destination interactor,Interaction Name,Interaction Frame,Destination Area,Origin Area,Bout
1,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,1500,864.5509675745957,957.8888094567,2
2,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,1501,903.8622814502576,908.6178243088692,2
3,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,1502,900.9864267243622,943.5433789928328,2
4,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2671,1041.3845133474777,907.101579980882,3
5,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2673,1020.3512275069488,954.94848338508,3
6,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2674,934.149230096058,890.8765222167765,3
7,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2675,936.3728502712166,918.287715207041,3
8,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2676,979.0265758406548,1004.7468470035571,3
9,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2679,1058.216498903016,946.1313343271904,3
10,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2680,965.6442282114912,967.2270506191117,3
11,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2685,1058.1937810453935,957.003879904714,3
12,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2686,1114.0880503406936,935.8037998289524,3
13,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2687,1078.4985865528124,1218.7867982371686,3
14,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2688,1032.830427723192,1172.936426864802,3
15,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2689,1070.5232583831585,1222.9853189185503,3
16,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2690,993.6936520708996,877.5834285739442,3
17,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2691,1270.2267448787634,1062.860647134944,3
18,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2692,997.9076717204488,1137.3355998655702,3
19,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2695,1355.0569043521336,983.3724131089024,3
20,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2696,1336.764446411984,960.5249373453833,3
21,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2697,848.7359718727532,1373.2578374483917,3
22,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3448,937.4133180158316,980.2295367776928,4
23,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3457,1004.2237618369328,1043.29479170873,4
24,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3458,1000.5508948588996,1034.6142113417236,4
25,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3460,1066.0897519910814,1031.9970024151548,4
26,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3463,1037.3459035324809,931.191188203677,4
27,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3465,872.9048826122497,953.0084954766844,4
28,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3477,1083.837113189062,885.4042382429566,4
29,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3479,1045.003515308365,897.8103032745167,4
0,ArUcoTag#None,ArUcoTag#black,Head_to_Head,3488,1613.1438524371335,950.2403844672616,1
30,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,5001,988.4567699136542,975.332317692204,5
