,Origin interactor,Destination interactor,Interaction Name,Interaction Frame,Destination Area,Origin Area,Bout
0,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2978,1002.519846466751,1027.3373067506045,1
1,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2979,1005.8110622633671,933.322010754858,1
2,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2980,1020.898679269407,966.569786378262,1
3,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,2981,1003.2699657962604,830.2106611368418,1
4,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3119,1118.2946446137823,985.6537080930076,2
5,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3123,1101.7821544429337,975.0347055737436,2
6,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,3132,1191.7008906261728,901.7159678022816,2
7,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,5955,1254.969492547068,922.7592092948862,3
8,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,5975,1019.8547367304956,1018.6371434452908,3
9,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,5977,986.7767585016924,900.9829811089912,3
10,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,5978,1044.1587452114477,861.2062429951358,3
11,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,5979,1010.8593814703844,783.6525567977619,3
12,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17417,942.803500444938,1086.2287588745965,4
13,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17466,914.1466797516284,904.5474477732296,5
14,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17467,1063.5853309450565,964.3090004798316,5
15,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17489,1040.071584508422,1088.0895761786308,6
16,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17490,941.9345675473808,1010.1264795179552,6
17,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17491,972.1774284521864,975.051023858473,6
18,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17492,996.4381232433436,990.289474528811,6
19,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17493,1031.3404177716095,982.2238747339928,6
20,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17494,1068.109311132375,1067.646550036202,6
21,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17495,1054.6923859763165,1084.214189924312,6
22,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17496,1011.0699885848458,978.2736762832848,6
23,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17500,1032.4756877218392,989.220187229962,6
24,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17501,1043.2159279536008,1011.6237276283764,6
25,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17507,1017.7914368278256,1066.8344524145882,6
26,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17508,1343.3529658144466,1048.1511842735845,6
27,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17512,1013.0108804116284,1031.1808110751224,6
28,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17913,950.4502295910092,969.86941356651,7
29,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17951,1032.165259401116,1130.3877968668305,8
30,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17962,1028.0822425721544,1052.6997726136335,8
31,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17963,1102.086299339061,1093.104674677148,8
32,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17966,1028.9256479282249,960.1167986525968,8
33,ArUcoTag#black,ArUcoTag#purple,Head_to_Head,17967,1034.0842321071596,951.1785220243934,8
