CageName,SourceColony,Camera,QL/QR,Date Arrived,First Date Filmed,Last Date Filmed,Video Path (Google Drive),Intermediate Data Path (argo-comp2),Start Time,Stop Time,FR,Temp,Humidity,Length
AL_QL_112322,AmericanoLatte,Right Basler,QR,11/21/2022,11-23-22,11/27/22,Bee/macros/videos/20221123_1543_AmericanoLatte,/Genomics/kocherlab/lab/Locked_Intermediate_Macro_Behavior_Data/AL_QL_112322,5:01 PM,5:01 PM,20 fps,27.7 C,Missing,4 Days
